"Keyword","Avg. Search Volume (Last Known Values)","Avg. Search Volume (Last 12 months)","Avg. Search Volume (Last 6 months)","Avg. Search Volume (Last 3 months)","Location","CPC/USD","PPC","Keyword Difficulty","Keyword interest growth (%)","Content Type","Search Intent","Keyword Opportunities","Serp Features","Search Volume 4/2015","Search Volume 5/2015","Search Volume 6/2015","Search Volume 7/2015","Search Volume 8/2015","Search Volume 9/2015","Search Volume 10/2015","Search Volume 11/2015","Search Volume 12/2015","Search Volume 1/2016","Search Volume 2/2016","Search Volume 3/2016","Search Volume 4/2016","Search Volume 5/2016","Search Volume 6/2016","Search Volume 7/2016","Search Volume 8/2016","Search Volume 9/2016","Search Volume 10/2016","Search Volume 11/2016","Search Volume 12/2016","Search Volume 1/2017","Search Volume 2/2017","Search Volume 3/2017","Search Volume 4/2017","Search Volume 5/2017","Search Volume 6/2017","Search Volume 7/2017","Search Volume 8/2017","Search Volume 9/2017","Search Volume 10/2017","Search Volume 11/2017","Search Volume 12/2017","Search Volume 1/2018","Search Volume 2/2018","Search Volume 3/2018","Search Volume 4/2018","Search Volume 5/2018","Search Volume 6/2018","Search Volume 7/2018","Search Volume 8/2018","Search Volume 9/2018","Search Volume 10/2018","Search Volume 11/2018","Search Volume 12/2018","Search Volume 1/2019","Search Volume 2/2019","Search Volume 3/2019","Search Volume 4/2019","Search Volume 5/2019","Search Volume 6/2019","Search Volume 7/2019","Search Volume 8/2019","Search Volume 9/2019","Search Volume 10/2019","Search Volume 11/2019","Search Volume 12/2019","Search Volume 1/2020","Search Volume 2/2020","Search Volume 3/2020","Search Volume 4/2020","Search Volume 5/2020","Search Volume 6/2020","Search Volume 7/2020","Search Volume 8/2020","Search Volume 9/2020","Search Volume 10/2020","Search Volume 11/2020","Search Volume 12/2020","Search Volume 1/2021","Search Volume 2/2021","Search Volume 3/2021","Search Volume 4/2021","Search Volume 5/2021","Search Volume 6/2021","Search Volume 7/2021","Search Volume 8/2021","Search Volume 9/2021","Search Volume 10/2021","Search Volume 11/2021","Search Volume 12/2021","Search Volume 1/2022","Search Volume 2/2022","Search Volume 3/2022","Search Volume 4/2022","Search Volume 5/2022","Search Volume 6/2022","Search Volume 7/2022","Search Volume 8/2022","Search Volume 9/2022","Search Volume 10/2022","Search Volume 11/2022","Search Volume 12/2022","Search Volume 1/2023","Search Volume 2/2023","Search Volume 3/2023","Search Volume 4/2023","Search Volume 5/2023","Search Volume 6/2023","Search Volume 7/2023","Search Volume 8/2023","Search Volume 9/2023","Search Volume 10/2023","Search Volume 11/2023","Search Volume 12/2023","Search Volume 1/2024","Search Volume 2/2024","Search Volume 3/2024","Search Volume 4/2024","Search Volume 5/2024","Search Volume 6/2024","Search Volume 7/2024","Search Volume 8/2024","Search Volume 9/2024","Search Volume 10/2024","Search Volume 11/2024","Search Volume 12/2024","Search Volume 1/2025","Search Volume 2/2025","Search Volume 3/2025","Search Volume 4/2025","Search Volume 5/2025","Search Volume 6/2025","Search Volume 7/2025","Search Volume 8/2025","Search Volume 9/2025","Search Volume 10/2025","Search Volume 11/2025","Search Volume 12/2025"
"11 июня знак зодиака",4600,4600,3700,3600,"Anywhere","",0,"",-29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","1900","2400","2900","2400","1900","1900","1900","2400","2400","2900","2400","","2400","2900","3600","2400","2400","2400","2900","2900","2900","3600","2900","2900","2900","2900","4400","3600","2900","2900","3600","3600","4400","5400","4400","4400","4400","5400","8100","4400","4400","4400","4400","5400","5400","6600","5400","6600","6600","8100","12100","6600","6600","6600","6600","6600","",6600,5400,6600,5400,6600,9900,6600,5400,4400,5400,4400,5400,5400,4400,4400,5400,5400,9900,4400,4400,4400,4400,4400,4400,5400,5400,5400,5400,6600,12100,5400,5400,4400,5400,5400,5400,5400,4400,4400,4400,5400,9900,4400,3600,3600,3600,3600,3600
"11 марта знак зодиака",4500,4400,3600,3600,"Anywhere","",0,"",-18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2900","1900","3600","2400","2400","2400","2400","2400","2400","2900","2900","2900","3600","3600","5400","3600","3600","3600","3600","3600","3600","4400","4400","4400","5400","5400","9900","5400","5400","4400","5400","5400","5400","4400","5400","",5400,4400,9900,4400,4400,4400,4400,4400,4400,4400,4400,4400,5400,5400,9900,4400,4400,3600,4400,4400,4400,4400,4400,4400,5400,5400,9900,4400,4400,4400,4400,4400,4400,4400,4400,4400,5400,4400,12100,3600,3600,3600,3600,3600,3600,3600,3600,3600
"11 ноября знак зодиака",5400,5400,5800,7300,"Anywhere","",0,"",-18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2900","2400","2400","2900","2900","2400","2400","3600","2900","3600","5400","3600","4400","4400","3600","4400","4400","4400","4400","4400","5400","6600","9900","5400","8100","6600","8100","8100","6600","6600","9900","8100","8100","8100","12100","",6600,5400,6600,6600,6600,6600,6600,6600,6600,8100,9900,5400,6600,5400,5400,5400,5400,5400,5400,6600,6600,6600,12100,5400,5400,5400,6600,5400,5400,6600,8100,6600,6600,8100,12100,5400,5400,5400,5400,4400,5400,4400,4400,4400,4400,5400,12100,4400
"11 октября знак зодиака",5100,5000,5400,6200,"Anywhere","",0,"",-18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","1900","1900","1600","1900","1900","2400","3600","1900","2400","2900","2400","","2400","2400","1900","2400","2400","2900","4400","2400","2400","1900","1900","1900","2900","2900","1900","1900","2900","3600","5400","3600","3600","4400","3600","4400","3600","3600","3600","4400","3600","5400","9900","6600","5400","6600","6600","6600","6600","6600","5400","6600","8100","8100","12100","6600","",6600,5400,5400,5400,5400,5400,5400,5400,6600,9900,5400,5400,5400,5400,5400,5400,4400,4400,5400,5400,6600,14800,5400,5400,5400,5400,5400,5400,5400,5400,5400,6600,6600,12100,5400,5400,5400,4400,5400,4400,4400,4400,4400,4400,5400,9900,4400,4400
"11 сентября знак зодиака",3200,3100,3400,2900,"Anywhere","",0,"",-19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","1600","1600","1600","1600","1900","1900","1900","2900","2400","2400","2400","2900","2400","2400","2400","2400","2400","2900","","","","","4400","4400","4400","4400","4400","6600","4400","4400","5400","6600","4400","4400","",4400,3600,4400,3600,4400,3600,4400,4400,6600,3600,3600,3600,4400,3600,3600,3600,3600,3600,3600,4400,9900,3600,3600,3600,4400,3600,3600,3600,3600,3600,4400,4400,6600,3600,3600,3600,3600,2900,2900,2900,2900,2900,2900,3600,5400,2900,2900,2900
"11 февраля знак зодиака",4900,4800,4200,4400,"Anywhere","",0,"",-23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3600","2900","2900","2900","2400","1600","2900","2900","2400","2900","3600","4400","5400","5400","3600","3600","3600","4400","4400","4400","4400","5400","5400","5400","8100","9900","6600","6600","6600","6600","6600","6600","6600","6600","6600","",8100,9900,5400,5400,5400,5400,5400,5400,5400,5400,5400,8100,8100,9900,5400,5400,4400,4400,5400,5400,5400,5400,5400,5400,6600,9900,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,6600,9900,4400,4400,4400,4400,4400,4400,3600,4400,4400,4400
"11 января знак зодиака",4300,3800,3700,3800,"Anywhere","",0,"",-29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5400","3600","3600","3600","3600","3600","3600","3600","3600","4400","5400","5400","9900","5400","5400","5400","5400","5400","6600","6600","5400","5400","6600","",9900,4400,5400,4400,4400,4400,5400,4400,4400,5400,5400,5400,9900,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,5400,9900,4400,4400,4400,4400,4400,5400,4400,4400,5400,5400,5400,9900,4400,4400,3600,3600,3600,3600,3600,3600,3600,3600,4400
"12 апреля знак зодиака",5400,5300,4700,4700,"Anywhere","",0,"",-24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3600","2400","2900","5400","3600","3600","3600","3600","3600","4400","4400","4400","5400","4400","4400","6600","4400","4400","4400","4400","5400","5400","6600","6600","8100","8100","8100","12100","8100","6600","8100","8100","6600","6600","8100","",6600,5400,8100,9900,6600,5400,5400,6600,5400,6600,5400,5400,6600,5400,6600,12100,5400,5400,5400,5400,5400,5400,5400,5400,6600,6600,6600,14800,5400,5400,6600,6600,5400,6600,6600,6600,6600,5400,6600,9900,4400,4400,4400,5400,4400,5400,4400,4400
"12 знаков зодиака",1300,1200,1300,1400,"Anywhere","",2,"",-24,"","","","","","","","","","","","","","","","","480","480","480","480","590","1000","880","880","1000","1300","720","720","","","","","","","","","","","","","720","590","590","720","720","880","1000","1000","1900","1300","880","880","880","720","720","880","1000","1000","","","","","","","","","","","","","","","","","","","","","","","","","","","",3600,2900,2900,2400,2900,2900,2900,2400,1900,2400,2400,3600,3600,1900,1900,1900,1600,1600,1600,1900,2400,2400,2400,2900,2900,1900,1900,1600,1600,1600,1600,1600,1600,1600,1900,2400,1900,1300,1300,1300,1000,1000,1000,1300,1300,1300,1300,1600
"12 знаков зодиака даты",5000,4600,3000,2100,"Anywhere","0.15",1,"",-56,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",590,590,880,1000,1600,1300,1300,1000,1000,1300,1300,1600,2400,2400,3600,5400,6600,5400,4400,4400,9900,9900,12100,12100,9900,8100,9900,9900,8100,6600,6600,6600,5400,6600,6600,8100,9900,8100,8100,6600,5400,4400,4400,3600,3600,2900,1600,1900
"12 марта знак зодиака",4600,4600,3600,3600,"Anywhere","",0,"",-24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","2900","1600","1600","1600","1900","1900","1900","1900","1900","1900","2400","2400","","1900","1900","1900","2400","2400","2400","2400","2900","2900","2900","2400","4400","2400","2400","2900","2900","2900","2900","3600","3600","3600","4400","4400","6600","3600","3600","3600","3600","3600","3600","4400","5400","4400","5400","6600","9900","5400","5400","5400","5400","5400","5400","5400","5400","",6600,5400,9900,4400,4400,4400,4400,4400,4400,5400,4400,4400,5400,5400,12100,4400,4400,4400,4400,4400,4400,4400,4400,4400,5400,5400,12100,4400,4400,4400,4400,4400,4400,5400,4400,4400,5400,5400,12100,4400,3600,3600,3600,3600,3600,3600,3600,3600
"12 мая знак зодиака",5100,5100,4200,4400,"Anywhere","",0,"",-23,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4400","4400","4400","4400","6600","3600","4400","4400","4400","4400","5400","5400","6600","5400","6600","6600","12100","5400","6600","6600","5400","5400","6600","",5400,4400,6600,6600,9900,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,12100,5400,4400,5400,5400,5400,5400,5400,5400,5400,6600,6600,9900,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,9900,4400,4400,4400,3600,4400,4400,4400
"12 ноября знак зодиака",4200,4200,4600,5300,"Anywhere","",0,"",-18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4400","3600","3600","3600","3600","2900","3600","3600","4400","5400","9900","5400","5400","5400","5400","5400","5400","5400","6600","5400","5400","6600","12100","",5400,4400,5400,4400,4400,4400,5400,5400,5400,6600,9900,4400,5400,4400,4400,4400,4400,4400,4400,5400,5400,5400,9900,4400,5400,4400,5400,5400,4400,4400,4400,4400,4400,5400,9900,4400,4400,3600,4400,3600,3600,3600,3600,4400,3600,4400,8100,3600
"12 октября знак зодиака",5200,5100,5400,6200,"Anywhere","",0,"",-18,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","1900","1900","1600","1900","1900","1900","3600","1900","1900","2400","1900","","1900","1900","1900","2400","2400","2900","4400","2900","2900","2900","1900","2400","2400","2400","2400","2900","2900","3600","5400","3600","3600","4400","3600","3600","3600","3600","3600","4400","4400","4400","8100","6600","5400","6600","6600","6600","6600","6600","6600","6600","6600","8100","12100","6600","",6600,5400,5400,5400,5400,5400,5400,5400,6600,9900,5400,5400,5400,4400,5400,5400,5400,4400,5400,5400,6600,12100,5400,5400,5400,5400,5400,5400,5400,5400,6600,6600,6600,12100,5400,5400,6600,5400,5400,4400,4400,4400,4400,4400,5400,9900,4400,4400
"12 сентября знак зодиака",3300,3300,3600,2900,"Anywhere","",0,"",-36,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4400","4400","4400","4400","4400","4400","4400","4400","5400","8100","4400","4400","",4400,3600,3600,3600,4400,3600,4400,4400,8100,4400,3600,3600,4400,2900,3600,3600,3600,3600,3600,4400,8100,3600,3600,3600,4400,3600,3600,3600,3600,3600,4400,4400,12100,3600,3600,3600,3600,2900,3600,2900,2900,2900,2900,3600,6600,2900,2900,2900
"12 февраля знак зодиака",5200,5100,4400,4400,"Anywhere","",0,"",-19,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","1900","1900","1600","1900","1900","1900","2400","2400","2400","2900","3600","","1900","2400","1900","2400","2400","2400","2900","2900","2900","3600","4400","2400","2400","2400","2400","2900","2900","2900","3600","3600","4400","5400","6600","3600","3600","3600","3600","4400","4400","4400","4400","5400","5400","8100","9900","6600","6600","6600","6600","6600","6600","6600","6600","6600","",8100,9900,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,6600,9900,5400,4400,5400,5400,5400,5400,5400,5400,5400,5400,8100,12100,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,6600,12100,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400
"12 января знак зодиака",4500,4000,3800,4100,"Anywhere","",0,"",-24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","1600","1900","1600","1900","1900","1900","1900","2400","2400","4400","2400","","2400","2400","1900","2400","2400","2400","2400","2900","2900","4400","2400","2400","2400","2400","2400","2900","2900","2900","3600","3600","4400","6600","3600","4400","4400","4400","3600","4400","4400","4400","4400","5400","6600","9900","6600","6600","6600","6600","6600","6600","6600","6600","6600","8100","",12100,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,6600,12100,4400,4400,4400,4400,4400,4400,5400,4400,5400,5400,5400,9900,4400,5400,4400,5400,4400,5400,5400,4400,5400,5400,5400,9900,4400,4400,3600,4400,4400,3600,3600,3600,4400,3600,4400
"13 августа знак зодиака",3200,3200,3400,2700,"Anywhere","",0,"",-29,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1900","1600","1900","1900","1900","1900","1900","3600","1900","2400","2400","2400","2900","2400","2400","2900","2400","2400","2900","","","","","3600","4400","3600","4400","4400","4400","3600","5400","8100","3600","3600","3600","",4400,2900,3600,3600,3600,3600,4400,6600,3600,3600,3600,3600,4400,2900,3600,2900,2900,3600,3600,9900,3600,2900,3600,3600,3600,3600,3600,3600,3600,3600,4400,8100,3600,3600,3600,3600,3600,2900,2900,2900,2900,2900,3600,6600,2400,2900,2400,2900
"13 апреля знак зодиака",4800,4700,4100,4100,"Anywhere","",0,"",-24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2900","2400","2900","3600","2400","2400","2900","2900","2900","3600","3600","4400","4400","3600","3600","6600","3600","3600","4400","3600","4400","4400","5400","5400","6600","5400","6600","9900","5400","5400","6600","6600","5400","5400","6600","",6600,5400,6600,9900,5400,5400,5400,5400,5400,5400,5400,5400,5400,5400,6600,9900,4400,4400,4400,5400,4400,4400,4400,4400,5400,5400,6600,12100,5400,5400,6600,5400,5400,5400,4400,5400,5400,4400,5400,9900,4400,3600,4400,4400,3600,4400,3600,4400
"13 декабря знак зодиака",5000,4900,5400,6500,"Anywhere","",0,"",-24,"","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2900","1900","1900","2400","2400","2400","2400","2900","2400","3600","3600","6600","4400","3600","3600","3600","3600","3600","4400","4400","4400","5400","6600","9900","6600","5400","6600","5400","6600","5400","6600","6600","6600","6600","8100","",6600,4400,5400,5400,5400,5400,5400,5400,5400,5400,6600,12100,6600,4400,5400,5400,4400,4400,5400,5400,5400,5400,6600,12100,5400,5400,5400,5400,5400,5400,5400,5400,5400,6600,6600,12100,5400,4400,4400,4400,4400,4400,4400,4400,4400,4400,5400,9900
"13 знак зодиака",3700,3500,3300,3300,"Anywhere","",0,"",-38,"","","","","","","","","","","","","","","","","","","","","","","","","","","","8100","5400","4400","4400","5400","5400","4400","4400","5400","5400","14800","3600","","2900","2900","2900","3600","3600","3600","3600","4400","4400","3600","3600","3600","2900","2900","2900","3600","6600","3600","5400","5400","4400","5400","4400","5400","4400","4400","4400","9900","5400","5400","8100","9900","9900","12100","8100","6600","5400","6600","8100","6600","5400","4400","6600","5400","",6600,5400,4400,4400,4400,4400,4400,5400,4400,5400,5400,6600,6600,6600,5400,5400,5400,5400,5400,6600,60500,27100,14800,12100,9900,5400,5400,5400,5400,5400,4400,4400,4400,5400,5400,5400,5400,3600,3600,3600,4400,3600,3600,3600,2900,2900,3600,3600
